hour_id,date,group,mission_time,text,person,words_count
14554800,14552578,Spacecraft,00:00:05:06,Roger. It'll - Apollo 11. Go.,CDR,6
14554800,14552463,Spacecraft,00:00:07:01,Apollo 11's GO at 7 minutes.,CDR,6
14554800,14552347,Earth,00:00:08:57,Stand by for mode IV capability.,CC,6
14554800,14552325,Earth,00:00:09:19,"Ignition confirmed; thrust is GO, 11.",CC,6
14554800,14551764,Spacecraft,00:00:18:40,Roger. Go ahead. Ready to copy.,CDR,6
14554800,14552689,Earth,00:00:03:15,Roger. We confirm. Skirt SEP.,CC,5
14554800,14552672,Earth,00:00:03:32,This is Houston. Roger. Out.,CC,5
14554800,14552745,Earth,00:00:02:19,We confirm inboard cut-off.,CC,4
14554800,14552691,Spacecraft,00:00:03:13,We've got skirt SEP.,CDR,4
14554800,14552556,Earth,00:00:05:28,S-IVB to COI capability.,CC,4
14554800,14552766,Earth,00:00:01:58,Mode 1 Charlie.,CC,3
14554800,14552419,Earth,00:00:07:45,Roger. We confirmed.,CC,3
14554800,14552345,Spacecraft,00:00:08:59,Okay. Mode IV.,CDR,3
14554800,14552343,Earth,00:00:09:01,Mode IV capability.,CC,3
14554800,14552328,Spacecraft,00:00:09:16,- And ignition.,CDR,3
14554800,14552278,Spacecraft,00:00:10:06,Roger. 11's GO.,CDR,3
14554800,14552255,Spacecraft,00:00:10:29,11 42. Roger.,CDR,3
14554800,14552001,Spacecraft,00:00:14:43,Okay. Thank you.,CDR,3
14554800,14551733,Earth,00:00:19:11,Houston. Roger. Out.,CC,3
14554800,14552880,Spacecraft,00:00:00:04,Roger. Clock.,CDR,2
14554800,14552869,Spacecraft,00:00:00:15,Roger. Roll.,CMP,2
14554800,14552840,Spacecraft,00:00:00:44,One Bravo.,CDR,2
14554800,14552765,Spacecraft,00:00:01:59,One Charlie.,CDR,2
14554800,14552747,Spacecraft,00:00:02:17,Inboard cut-off.,CDR,2
14554800,14552718,Spacecraft,00:00:02:46,And ignition.,CDR,2
14554800,14552687,Spacecraft,00:00:03:17,Tower's gone.,CDR,2
14554800,14552685,Earth,00:00:03:19,Roger. Tower.,CC,2
14554800,14552422,Spacecraft,00:00:07:42,Inboard cut-off.,CDR,2
14554800,14552329,Spacecraft,00:00:09:15,Staging -,CDR,2
14554800,14552216,Spacecraft,00:00:11:08,Good deal.,CDR,2
14554800,14551768,Spacecraft,00:00:18:36,Stand by.,CDR,2
14554800,14551735,Spacecraft,00:00:19:09,23 37.,CDR,2
14554800,14551481,Spacecraft,00:00:23:23,Apollo. Roger.,CDR,2
14554800,14552818,Spacecraft,00:00:01:06,Roger.,CDR,1
14554800,14552767,Earth,00:00:01:57,MARK.,CC,1
14554800,14552720,Spacecraft,00:00:02:44,Staging.,CDR,1
14554800,14552652,Spacecraft,00:00:03:52,Roger.,CDR,1
14554800,14552640,Spacecraft,00:00:04:04,Roger.,CDR,1
14554800,14552559,Spacecraft,00:00:05:25,Okay.,CDR,1
14554800,14552557,Earth,00:00:05:27,MARK.,CC,1
14554800,14552554,Spacecraft,00:00:05:30,Roger.,CDR,1
14554800,14552455,Spacecraft,00:00:07:09,Roger.,CDR,1
14554800,14552344,Earth,00:00:09:00,MARK.,CC,1
14554800,14552182,Spacecraft,00:00:11:42,Shutdown.,CDR,1
14554800,14552152,Spacecraft,00:00:12:12,Roger.,CDR,1
14554800,14552135,Spacecraft,00:00:12:29,Roger.,CDR,1
14554800,14552069,Spacecraft,00:00:13:35,Roger.,CDR,1
14551200,14549020,Earth,00:01:04:24,"Apollo 11, this is Houston. A little over 1 minute to LOS at Honeysuckle. You'll be AOS at Goldstone at 1 29 02; LOS at Goldstone 1 33 55. Over.",CC,30
14551200,14549669,Spacecraft,00:00:53:35,"Okay. NOUN 71: we used 30 and 37, four balls 1; NOUN 93: plus 00016, plus 00033, plus 00152; GET 00 48 15; check star 34. Over.",LMP,27
14551200,14550534,Earth,00:00:39:10,"Roger, 11. This is Houston. We're reading you loud and fairly clearly. For your information, Canary radar shows you in a 103.0 by 103.0 orbit. Over.",CC,26
14551200,14548997,Spacecraft,00:01:04:47,"Roger, Bruce. Thank you. We expect TV. We've got it all hooked up. We have not yet turned it on. We're ready to do that now.",CMP,26
14551200,14549693,Earth,00:00:53:11,"Roger, 11. We're reading you the same. Both the booster and the spacecraft are looking good to us. Over.",CC,19
14551200,14548989,Earth,00:01:04:55,Roger. We copy. We'll be configured and waiting for whatever you want to send down. GUAYMAS (REV 1),CC,18
14551200,14550380,Earth,00:00:41:44,"Apollo 11, this is Houston. One minute to LOS Tananarive; AOS Carnarvon is at 52 15. Over.",CC,17
14551200,14549437,Earth,00:00:57:27,"Apollo 11, this is Houston. One minute to LOS Carnarvon; AOS at Honeysuckle 59 33. Over.",CC,16
14551200,14550540,Spacecraft,00:00:39:04,"Houston, Apollo 11. Read you on VHF A Simplex. How do you read? Over.",CDR,14
14551200,14549424,Earth,00:00:57:40,Roger. And we request you turn up S-band volume for the Honeysuckle pass.,CC,13
14551200,14549631,Spacecraft,00:00:54:13,And tell Glenn Parker down at the Cape that he lucked out.,CMP,12
14551200,14549622,Spacecraft,00:00:54:22,Yes. He lucked out. He doesn't owe me a cup of coffee.,CMP,12
14551200,14549116,Earth,00:01:02:48,"Apollo 11, Apollo 11, this is Houston on S-band. Radio check. Over.",CC,12
14551200,14549678,Spacecraft,00:00:53:26,"Houston, Apollo 11. Would you like to copy the alignment results?",LMP,11
14551200,14550554,Earth,00:00:38:50,"Apollo 11, Apollo 11, this is Houston through Tananarive. Over.",CC,10
14551200,14549109,Spacecraft,00:01:02:55,"Roger, Houston. Apollo 11 reads you loud and clear.",CDR,9
14551200,14549106,Earth,00:01:02:58,This is Houston. Roger. Reading you the same. Out.,CC,9
14551200,14550567,Earth,00:00:38:37,"Apollo 11, this is Houston through Tananarive. Over.",CC,8
14551200,14550513,Spacecraft,00:00:39:31,... We're just coming into the terminator here.,CDR,8
14551200,14549701,Earth,00:00:53:03,"Apollo 11, this is Houston through Carnarvon. Over.",CC,8
14551200,14549635,Earth,00:00:54:09,Roger. We copy. And the angles look good.,CC,8
14551200,14549618,Earth,00:00:54:26,This is Houston. Roger. We'll pass it on.,CC,8
14551200,14549696,Spacecraft,00:00:53:08,"Houston, Apollo 11. Loud and clear. Over.",LMP,7
14551200,14549627,Earth,00:00:54:17,Understand. Tell Glenn Parker he lucked out.,CC,7
14551200,14549642,Earth,00:00:54:02,Roger. Say again check star.,CC,5
14551200,14550517,Earth,00:00:39:27,Roger. We concur.,CC,3
14551200,14550370,Spacecraft,00:00:41:54,All alone. Roger.,CDR,3
14551200,14549638,Spacecraft,00:00:54:06,Check star 34.,LMP,3
14551200,14549427,Spacecraft,00:00:57:37,Apollo 11. Roger.,CDR,3
14551200,14550291,Earth,00:00:43:13,TAN LOS.,CT,2
14551200,14549673,Earth,00:00:53:31,That's affirmative.,CC,2
14551200,14550519,Spacecraft,00:00:39:25,Beautiful.,CDR,1
14547600,14546048,Earth,00:01:53:56,"Roger. We've checked over the spacecraft and the launch vehicle guidance. They're both looking to be in good shape. We estimate you have better than a 99-percent probability of a guidance cut-off on the launch vehicle, so things are apparently holding in very well. For your information, MILA received approximately 1 minute of a usable TV picture, so apparently the system is working. And you're a little over a minute from LOS at Canary; AOS Tananarive is 2 hours 9 minutes and 18 seconds. Over.",CC,85
14547600,14547179,Earth,00:01:35:05,"Roger. TLI plus 90, SPS G&N: 63481, minus 153, plus 132; GETI 004 10 25 38; NOUN 81, minus 04761, plus 00001, plus 53361; roll 180 193 000; HA is NA; plus 00203 53573 633 53349, sextant star 33 1578 122. The boresight star is not available. Latitude minus 0252, minus 02580 11887 34345 016 03 50. GDC align Vega and Deneb. Roll 071 291 341. No ullage, undocked. I have your P37 for TLI plus 5 hours. Over.",CC,79
14547600,14547033,Spacecraft,00:01:37:31,"Roger. TLI plus 90, SPS G&N: 63481, minus 153, plus 132, 004 l0 25 38, minus 04761, plus 00001, plus 53361, 180 193 000, not applicable, plus 00203 53573 633 53349, 33 1578 122, not available, minus 0252, minus 02580 11887 34345 016 03 50. Vega and Deneb, 071 291 341. No ullage, undocked. P37, TLI plus 5: 00744 6485, minus 165 02506. Over.",CMP,64
14547600,14546940,Earth,00:01:39:04,"Apollo 11, this is Houston. Readback correct. For your information, Goldstone reports receiving approximately 1 minute of FM downlink carrier. We were getting ready to request you confirm on the S-band AUX switches, the S-band AUX tape switch to OFF and the S-band AUX TV switch to TV. Over.",CC,49
14547600,14546235,Earth,00:01:50:49,"Okay. On your service module RCS quad Bravo package temperature, we're showing it running a little low. Looks like about 20 degrees low - lower than the rest of the quads. Would you confirm that your RCS heater switch for quad Bravo is in PRIMARY? Over.",CC,46
14547600,14547293,Earth,00:01:33:11,"Apollo 11, this is Houston. You were just on the fringes of coverage from Goldstone. We have just had LOS at Goldstone, and we'd like to push on and get the PAD messages read up to you here shortly.",CC,39
14547600,14546890,Spacecraft,00:01:39:54,"Houston, Apollo 11 is ready to go ahead with the - extend the docking probe, and ready to go with the RCS hot fire when you're ready to monitor. Over.",CDR,30
14547600,14546625,Earth,00:01:44:19,"Roger. It will probably be another 10 or 15 seconds. We're going to go up through the Vanguard. When you are ready to copy, I have your TLI PAD.",CC,29
14547600,14546458,Earth,00:01:47:06,"Apollo 11, this is Houston. We've completed the uplink; the computer is yours. You can go back to BLOCK. Would you verify that you have extended the probe? Over.",CC,29
14547600,14546614,Earth,00:01:44:30,"Roger. TLI: 23514 179 071 001, burn time 547 104356 35575. Roll for SEP 357 107 041, 301 287 319. TLI 10-minute abort pitch, 223. Read back. Over.",CC,28
14547600,14547368,Earth,00:01:31:56,"Apollo 11, this is Houston. We are receiving your FM downlink now. We are standing by for TV modulations on the signal.",CC,22
14547600,14546561,Spacecraft,00:01:45:23,"Roger. TLI PAD: 23514 179 071 001 547 104356 35575 357 107 041 301 287 319. TLI 1O-minute abort pitch, 223. Over.",CMP,22
14547600,14546647,Earth,00:01:43:57,"Apollo 11, this is Houston. If you will give us P00 in ACCEPT, we have a state vector update for you.",CC,21
14547600,14546911,Earth,00:01:39:33,Roger. Let us do a little more detective work here and we'll see if we can come up with something.,CC,20
14547600,14546521,Earth,00:01:46:03,"Apollo 11, this is Houston. Roger. Would you read back DELTA-VC prime again? You were cut out by some noise.",CC,20
14547600,14547333,Earth,00:01:32:31,"Okay. We are not receiving it yet, 11, although we have confirmed presence of your FM downlink carrier.",CC,18
14547600,14547409,Earth,00:01:31:15,"Apollo 11, this is Houston. We are not receiving your FM downlink yet. We are standing by.",CC,17
14547600,14546445,Earth,00:01:47:19,Roger. About 2 minutes to LOS on this stateside pass. AOS Canaries at 1 50 13. Over.,CC,17
14547600,14546751,Earth,00:01:42:13,"Apollo 11, this is Houston. We are seeing the pitch hot firing and it looks good.",CC,16
14547600,14544761,Earth,00:02:15:23,"Apollo 11, this is Houston. One minute to LOS Tananarive; AOS at Carnarvon 02 25 30.",CC,16
14547600,14546697,Spacecraft,00:01:43:07,"Okay. Sequence logic, two of them. Sequence logic 1 and 2 coming up and ON.",CDR,15
14547600,14546215,Spacecraft,00:01:51:09,You're correct. It was not in PRIMARY. It was off. It's on now. Thank you.,CDR,15
14547600,14547053,Earth,00:01:37:11,"Roger. P37 format, TLI plus 5: 00744 6485, minus 165, 02506. Read back. Over.",CC,14
14547600,14546716,Spacecraft,00:01:42:48,"Roger. Houston, Apollo 11. We're standing by for a GO for sequence logic ON.",CDR,14
14547600,14547211,Earth,00:01:34:33,"Apollo 11, this is Houston. I am ready with your TLI-plus-90-minute abort PAD.",CC,13
14547600,14547189,Earth,00:01:34:55,"Apollo 11, this is Houston. I am ready with your TLI-plus-90-minute abort PAD.",CC,13
14547600,14546791,Spacecraft,00:01:41:33,Okay. We're ready to - for the hot fire check when you're ready.,CDR,13
14547600,14546701,Earth,00:01:43:03,"Apollo 11, this is Houston. Go ahead and we'll watch you on TM.",CC,13
14547600,14545050,Earth,00:02:10:34,"Roger, Tananarive. Are you receiving CAP COMM's voice, and are you uplinking it?",CT,13
14547600,14545043,Earth,00:02:10:41,Roger. Monitor again and I'll tell CAP C0MM to make one more transmission.,CT,13
14547600,14546515,Spacecraft,00:01:46:09,"Okay. Roger. I'm picking up the squeal here, also. DELTA-VC 104356. Over.",CMP,12
14547600,14545028,Earth,00:02:10:56,"Apollo 11, Apollo 11, this is Houston standing by through Tananarive. Over.",CC,12
14547600,14547337,Spacecraft,00:01:32:27,Roger. Loud and clear. We think we are transmitting to you.,CDR,11
14547600,14546733,Earth,00:01:42:31,We've seen pitch and yaw; we've not seen roll to date.,CC,11
14547600,14546722,Earth,00:01:42:42,"Okay. We've got the roll impulses, and you're looking good here.",CC,11
14547600,14545127,Earth,00:02:09:17,"Apollo 11, this is Houston through Tananarive. How do you read?",CC,11
14547600,14544131,Earth,00:02:25:53,"Roger. You're coming in very loud and very clear, here. Out.",CC,11
14547600,14544086,Earth,00:02:26:38,"Apollo 11, this is Houston. You are GO for TLI. Over.",CC,11
14547600,14547527,Earth,00:01:29:17,Roger. Reading you the same. Coming up on AOS Goldstone.,CC,10
14547600,14547341,Earth,00:01:32:23,"Apollo 11, Apollo 11, this is Houston. Radio check. Over.",CC,10
14547600,14547184,Spacecraft,00:01:35:00,Roger. Apollo 11 is ready to copy TLI plus 90.,CDR,10
14547600,14546746,Spacecraft,00:01:42:18,Roger. Be advised that we are unable to hear them.,CDR,10
14547600,14546668,Earth,00:01:43:36,"Apollo 11, this Houston. You are GO for RYRO ARM.",CC,10
14547600,14544140,Earth,00:02:25:44,"Apollo 11, this is Houston through Carnarvon. Radio check. Over.",CC,10
14547600,14546915,Spacecraft,00:01:39:29,I confirm that that is the configuration we're in.,CDR,9
14547600,14545099,Earth,00:02:09:45,"Apollo 11, this is Houston standing by through Tananarive.",CC,9
14547600,14544135,Spacecraft,00:02:25:49,"Roger, Houston through Carnarvon. Apollo 11. Loud and clear.",CDR,9
14547600,14547535,Earth,00:01:29:09,"Apollo 11, this is Houston through Guaymas. Over.",CC,8
14547600,14547517,Spacecraft,00:01:29:27,Cecil B. deAldrin is standing by for instructions.,LMP,8
14547600,14547325,Spacecraft,00:01:32:39,Which switches do you want us to confirm?,CDR,8
14547600,14546728,Spacecraft,00:01:42:36,Okay. I'll put in a couple more rolls.,CDR,8
14547600,14546499,Earth,00:01:46:25,"Apollo 11, this is Houston. Readback correct. Out.",CC,8
14547600,14546010,Spacecraft,00:01:54:34,Roger. We like those 99 numbers. Thank you.,CMP,8
14547600,14544929,Spacecraft,00:02:12:35,"Houston, Apollo 11. We have the PYRO's armed.",CDR,8
14547600,14547530,Spacecraft,00:01:29:14,"Roger, Houston. Reading you loud and clear.",CDR,7
14547600,14546878,Earth,00:01:40:06,"Roger. Go ahead with the probe, now.",CC,7
14547600,14546740,Spacecraft,00:01:42:24,Have you seen all three axes fire?,CDR,7
14547600,14546448,Spacecraft,00:01:47:16,Roger. That's verified; the probe is extended.,CDR,7
14547600,14546239,Spacecraft,00:01:50:45,"Roger. Houston, Apollo 11. Loud and clear.",CDR,7
14547600,14545061,Earth,00:02:10:23,"Goddard voice, Houston COMM TECH NET 1.",CT,7
14547600,14545057,Earth,00:02:10:27,"Goddard voice, reading you loud and clear.",MSFN,7
14547600,14547278,Spacecraft,00:01:33:26,Roger. We are ready to copy.,CDR,6
14547600,14546785,Earth,00:01:41:39,Roger. We're ready 11. Go ahead.,CC,6
14547600,14546618,Spacecraft,00:01:44:26,Roger. Ready to copy TLI PAD.,CMP,6
14547600,14546242,Earth,00:01:50:42,"Apollo 11, this is Houston. Over.",CC,6
14547600,14546054,Earth,00:01:53:50,"Apollo 11, this is Houston. Over.",CC,6
14547600,14545081,Earth,00:02:10:03,"Tananarive, Houston COMM TECH NET 1.",CT,6
14547600,14545072,Earth,00:02:10:12,"Tananarive, Houston COMM TECH NET 1.",CT,6
14547600,14545018,Earth,00:02:11:06,Roger. Reading you loud and clear.,CC,6
14547600,14547056,Spacecraft,00:01:37:08,"Go ahead, TLI plus 5.",CMP,5
14547600,14546627,Spacecraft,00:01:44:17,You have P00 in ACCEPT.,CDR,5
14547600,14546050,Spacecraft,00:01:53:54,"Houston, Apollo 11. Go ahead.",CMP,5
14547600,14545055,Earth,00:02:10:29,Roger. We cannot raise Tananarive.,CT,5
14547600,14544925,Earth,00:02:12:39,This is Houston. Roger. Out.,CC,5
14547600,14546776,Spacecraft,00:01:41:48,Roger. Here's the pitch.,CDR,4
14547600,14545053,Earth,00:02:10:31,"Houston COMM TECH, Tananarive.",CT,4
14547600,14545020,Spacecraft,00:02:11:04,"Houston, Apollo 11 ...",CDR,4
14547600,14544079,Spacecraft,00:02:26:45,Apollo 11. Thank you.,CMP,4
14547600,14546742,Earth,00:01:42:22,Roger. We copy.,CC,3
14547600,14546664,Spacecraft,00:01:43:40,Roger. Thank you.,CDR,3
14547600,14546436,Spacecraft,00:01:47:28,Roger. 1 50.,CDR,3
14547600,14546208,Earth,00:01:51:16,Roger. Thank you.,CC,3
14547600,14547512,Earth,00:01:29:32,Houston. Roger.,CC,2
14547600,14547322,Earth,00:01:32:42,Stand by.,CC,2
14547600,14546006,Earth,00:01:54:38,Roger. 0ut.,CC,2
14547600,14544076,Earth,00:02:26:48,Roger. Out.,CC,2
14547600,14547524,Spacecraft,00:01:29:20,Roger.,CDR,1
14547600,14547181,Spacecraft,00:01:35:03,Go.,CMP,1
14547600,14546906,Spacecraft,00:01:39:38,Okay.,CDR,1
14547600,14546871,Spacecraft,00:01:40:13,Roger.,CDR,1
14547600,14546640,Spacecraft,00:01:44:04,Roger.,CDR,1
14547600,14545045,Earth,00:02:10:39,Negative.,CT,1
14547600,14545033,Earth,00:02:10:51,Roger.,CT,1
14547600,14544749,Spacecraft,00:02:15:35,Roger.,CDR,1
14544000,14543866,Earth,00:02:30:18,"Roger. We'll be coming within range of the ARIA aircraft coverage, here, in about 1 minute. They're going to try uplinking both on S-band and on VHF this time. So if you turn your - make sure your S-band volume is turned up, we'd appreciate it. And we believe that we'll have continuous coverage from now on through the TLI burn. Over.",CC,62
14544000,14542435,Earth,00:02:54:09,"Apollo 11, this is Houston. For your information, we expect the maneuver to separation attitude to begin at 3 plus 05 plus 03, and to be completed at plus 09 plus 20. Separation at 3 plus 15 plus 00.",CC,39
14544000,14541507,Earth,00:03:09:37,"Roger, 11. This is Houston. We had to shift stations. We weren't reading you through Goldstone. We show PYR0 bus A armed and PYRO bus B not armed at the present time. Over.",CC,33
14544000,14542366,Earth,00:02:55:18,"Apollo 11, this is Houston. All the booster functions are proceeding normally. The sequencing is in good shape, and it doesn't look like they are having any problems at all. Over.",CC,31
14544000,14541756,Earth,00:03:05:28,"Apollo 11, this is Houston. Our preliminary data indicates a good cut-off on the S-IVB. We'll have some more trajectory data for you in about half an hour. Over.",CC,29
14544000,14541225,Spacecraft,00:03:14:19,"Okay. PYRO B coming armed. My intent is to use bottle primary 1, as per the checklist; therefore, I just turned A on.",CDR,23
14544000,14540648,Earth,00:03:23:56,"Apollo 11, Apollo 11, this is Houston broadcasting in the blind. Request OMNI Bravo if you read us. Request OMNI Bravo. Out.",CC,22
14544000,14542810,Earth,00:02:47:54,"Apollo 11, this is Houston. Around 3-1/2 minutes. You're still looking good. Your predicted cut-off is right on the nominal.",CC,20
14544000,14543722,Earth,00:02:32:42,"Apollo 11, Apollo 11, this is Houston. We're reading you readability about 3, strength 5. Sounds pretty good. Over.",CC,19
14544000,14543264,Earth,00:02:40:20,"Apollo 11, this is Houston. We just got telemetry back down on your booster, and it is looking good.",CC,19
14544000,14542970,Earth,00:02:45:14,"Apollo 11, this is Houston at 1 minute. Trajectory and guidance look good, and the stage is good. Over.",CC,19
14544000,14542411,Spacecraft,00:02:54:33,"Roger. Time to begin maneuver is 3 05 03, complete 3 09 20. Separation 3 plus 15 00.",CDR,18
14544000,14541236,Earth,00:03:14:08,"Apollo 11, this is Houston. You're GO for separation. Our systems recommendation is arm both PYRO buses. Over.",CC,18
14544000,14542603,Spacecraft,00:02:51:21,"Roger, Houston. Apollo 11. We're reading a VI of 35579 and the EMS was plus 3.3. Over.",LMP,17
14544000,14541513,Spacecraft,00:03:09:31,"Hello, Houston. Hello, Houston. This is Apollo 11. I'm reading you loud and clear. Go ahead. Over.",CDR,17
14544000,14543086,Earth,00:02:43:18,"Apollo 11, this is Houston. Slightly less than 1 minute to ignition, and everthing is GO.",CC,16
14544000,14542648,Earth,00:02:50:36,"Apollo 11, this is Houston. We show cut-off and we copy the numbers in NOUN 62.",CC,16
14544000,14542474,Spacecraft,00:02:53:30,We have no complaints with any of the three stages on that ride. It was beautiful.,CDR,16
14544000,14542398,Earth,00:02:54:46,Roger. That separation should be 3 plus 15 03. My error in reading up.,CC,14
14544000,14543744,Earth,00:02:32:20,"Apollo 11, Apollo 11, this is Houston through ARIA 4. Radio check. Over.",CC,13
14544000,14543730,Earth,00:02:32:34,"Roger. We're reading you strength 5, readability about 3. Should be quite adequate.",CC,13
14544000,14543438,Spacecraft,00:02:37:26,"Roger, Houston, Apollo 11. You are much clearer and adequately loud. Over.",CDR,12
14544000,14542898,Earth,00:02:46:26,"Apollo 11, this is Houston. Thrust is good. Everything's still looking good.",CC,12
14544000,14543443,Earth,00:02:37:21,"Apollo 11, this is Houston through ARIA 3. Radio cheek. Over.",CC,11
14544000,14543426,Spacecraft,00:02:37:38,This is a lot better than this static we had previously.,CDR,11
14544000,14542726,Earth,00:02:49:18,"Apollo 11, this is Houston. You are GO at 5 minutes.",CC,11
14544000,14542593,Earth,00:02:51:31,Roger. Plus 3.3 on the EMS. And we copy the VI.,CC,11
14544000,14542501,Spacecraft,00:02:53:03,"Hey, Houston, Apollo 11. That Saturn gave us a magnificent ride.",CDR,11
14544000,14542466,Earth,00:02:53:38,Roger. We copy. No transients at staging of any significance. Over.,CC,11
14544000,14540477,Earth,00:03:26:47,"Apollo 11, Apollo 11, this is Houston. Do you read? 0ver.",CC,11
14544000,14543736,Spacecraft,00:02:32:28,"Houston, we read you strength 4 and a little scratchy.",LMP,10
14544000,14543710,Spacecraft,00:02:32:54,Roger. We've got a little static in the background now.,CDR,10
14544000,14543432,Earth,00:02:37:32,"Roger, 11, You are coming in five-by-five here. Beautiful signal.",CC,10
14544000,14543416,Spacecraft,00:02:37:48,And we got the time base fix indication on time.,CMP,10
14544000,14542460,Spacecraft,00:02:53:44,That's right. It was all - all a good ride.,CDR,10
14544000,14541032,Spacecraft,00:03:17:32,... and primary and secondary propellant B went ... SEP.,CDR,10
14544000,14540535,Earth,00:03:25:49,"Apollo 11, this is Houston. How do you read? Over.",CC,10
14544000,14542596,Earth,00:02:51:28,"Apollo 11, this is Houston. Do you read? Over.",CC,9
14544000,14541019,Spacecraft,00:03:17:45,"Quad Bravo, yes. Both the primary and secondary ...",CDR,9
14544000,14540631,Earth,00:03:24:13,"Apollo 11, this is Houston. How do you read?",CC,9
14544000,14543017,Earth,00:02:44:27,"We confirm ignition, and the thrust is GO.",CC,8
14544000,14541543,Earth,00:03:09:01,"Apollo 11, Apollo 11, this is Houston. Over.",CC,8
